"","year","location_abbr","state","effective_date","geo_location"
"347",2018,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"348",2018,"OH","ohio","8/2/2014","(40.06021014100048, -82.40426005599966)"
"349",2018,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"350",2018,"OR","oregon","5/26/2015","(44.56744942400047, -120.15503132599969)"
"351",2018,"UT","utah","7/1/2018","(39.360700171000474, -111.58713063499971)"
"352",2018,"OK","oklahoma","11/1/2014","(35.47203135600046, -97.52107021399968)"
"353",2018,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"354",2018,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"355",2018,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"356",2018,"DE","delaware","6/12/2014","(39.008830667000495, -75.57774116799965)"
"357",2018,"NV","nevada","10/1/2015","(39.493240390000494, -117.07184056399967)"
"358",2018,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"359",2018,"DC","district of columbia","11/29/2016","(38.89037138500049, -77.03196112699965)"
"360",2018,"WI","wisconsin","4/20/2012","(44.39319117400049, -89.81637074199966)"
"361",2018,"AR","arkansas","5/1/2015","(34.74865012400045, -92.27449074299966)"
"362",2018,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"363",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"364",2018,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"365",2018,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"366",2018,"WA","washington","6/28/2016","(47.52227862900048, -120.47001078999972)"
"367",2018,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"368",2018,"ND","north dakota","8/1/2015","(47.47531977900047, -100.11842104899966)"
"369",2018,"AK","alaska","8/22/2012","(64.84507995700051, -147.72205903599973)"
"370",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"371",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"372",2018,"ME","maine","11/1/2017","(45.254228894000505, -68.98503133599962)"
"373",2018,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"374",2018,"WY","wyoming","3/13/2013","(43.23554134300048, -108.10983035299967)"
"375",2018,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"376",2018,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"377",2018,"AR","arkansas","5/1/2015","(34.74865012400045, -92.27449074299966)"
"378",2018,"VT","vermont","7/1/2013","(43.62538123900049, -72.51764079099962)"
"379",2018,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"380",2018,"IL","illinois","6/1/2016","(40.48501028300046, -88.99771017799969)"
"381",2018,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"382",2018,"OK","oklahoma","11/1/2014","(35.47203135600046, -97.52107021399968)"
"383",2018,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"384",2018,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"385",2018,"ND","north dakota","8/1/2015","(47.47531977900047, -100.11842104899966)"
"386",2018,"AR","arkansas","5/1/2015","(34.74865012400045, -92.27449074299966)"
"387",2018,"NM","new mexico","6/19/2015","(34.52088095200048, -106.24058098499967)"
"388",2018,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"389",2018,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"390",2018,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"391",2018,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"392",2018,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"393",2018,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"394",2018,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"395",2018,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"396",2018,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"397",2018,"AR","arkansas","5/1/2015","(34.74865012400045, -92.27449074299966)"
"398",2018,"WV","west virginia","6/6/2014","(38.66551020200046, -80.71264013499967)"
"399",2018,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"400",2018,"MT","montana","1/1/2016","(47.06652897200047, -109.42442064499971)"
"401",2018,"NV","nevada","10/1/2015","(39.493240390000494, -117.07184056399967)"
"402",2018,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"403",2018,"MO","missouri","10/10/2014","(38.635790776000476, -92.56630005299968)"
"404",2018,"GA","georgia","7/1/2014","(32.83968109300048, -83.62758034599966)"
"405",2018,"VA","virginia","7/1/2014","(37.54268067400045, -78.45789046299967)"
"406",2018,"ME","maine","11/1/2017","(45.254228894000505, -68.98503133599962)"
"407",2018,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"408",2018,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"409",2018,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"410",2018,"OR","oregon","1/1/2018","(44.56744942400047, -120.15503132599969)"
"411",2018,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"412",2018,"NY","new york",NA,"(42.82700103200045, -75.54397042699964)"
"413",2018,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"414",2018,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"415",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"416",2018,"TX","texas","10/1/2015","(31.827240407000488, -99.42677020599967)"
"417",2018,"HI","hawaii","6/27/2013","(21.304850435000446, -157.85774940299973)"
"418",2018,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"419",2018,"SD","south dakota","7/1/2014","(44.353130053000484, -100.3735306369997)"
"420",2018,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"421",2018,"NV","nevada","10/1/2015","(39.493240390000494, -117.07184056399967)"
"422",2018,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"423",2018,"DE","delaware",NA,"(39.008830667000495, -75.57774116799965)"
"424",2018,"OR","oregon","5/26/2015","(44.56744942400047, -120.15503132599969)"
"425",2018,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"426",2018,"GA","georgia","7/1/2014","(32.83968109300048, -83.62758034599966)"
"427",2018,"ND","north dakota","8/1/2015","(47.47531977900047, -100.11842104899966)"
"428",2018,"AR","arkansas",NA,"(34.74865012400045, -92.27449074299966)"
"429",2018,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"430",2018,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"431",2018,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"432",2018,"VT","vermont","5/3/2013","(43.62538123900049, -72.51764079099962)"
"433",2018,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"434",2018,"GA","georgia","7/1/2014","(32.83968109300048, -83.62758034599966)"
"435",2018,"DE","delaware","6/12/2014","(39.008830667000495, -75.57774116799965)"
"436",2018,"NC","north carolina","8/1/2013","(35.466220975000454, -79.15925046299964)"
"437",2018,"MT","montana","1/1/2016","(47.06652897200047, -109.42442064499971)"
"438",2018,"RI","rhode island","7/1/2014","(41.70828019300046, -71.52247031399963)"
"439",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"440",2018,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"441",2018,"NJ","new jersey","3/12/2010","(40.13057004800049, -74.27369128799967)"
"442",2018,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"443",2018,"WA","washington","6/28/2016","(47.52227862900048, -120.47001078999972)"
"444",2018,"MO","missouri","10/10/2014","(38.635790776000476, -92.56630005299968)"
"445",2018,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"446",2018,"WA","washington","6/28/2016","(47.52227862900048, -120.47001078999972)"
"447",2018,"WY","wyoming","3/13/2013","(43.23554134300048, -108.10983035299967)"
"448",2018,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"449",2018,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"450",2018,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"451",2018,"MS","mississippi","7/1/2013","(32.745510099000455, -89.53803082499968)"
"452",2018,"WI","wisconsin","4/20/2012","(44.39319117400049, -89.81637074199966)"
"453",2018,"OH","ohio","8/2/2014","(40.06021014100048, -82.40426005599966)"
"454",2018,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"455",2018,"OK","oklahoma","11/1/2014","(35.47203135600046, -97.52107021399968)"
"456",2018,"AR","arkansas",NA,"(34.74865012400045, -92.27449074299966)"
"457",2018,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"458",2018,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"459",2018,"RI","rhode island","1/1/2015","(41.70828019300046, -71.52247031399963)"
"460",2018,"HI","hawaii","7/1/2014","(21.304850435000446, -157.85774940299973)"
"461",2018,"TN","tennessee","7/1/2015","(35.68094058000048, -85.77449091399967)"
"462",2018,"NV","nevada","10/1/2015","(39.493240390000494, -117.07184056399967)"
"463",2018,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"464",2018,"MT","montana","1/1/2016","(47.06652897200047, -109.42442064499971)"
"465",2018,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"466",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"467",2018,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"468",2018,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"469",2018,"NE","nebraska","4/9/2014","(41.6410409880005, -99.36572062299967)"
"470",2018,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"471",2018,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"472",2018,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"473",2018,"VA","virginia","7/1/2014","(37.54268067400045, -78.45789046299967)"
"474",2018,"MO","missouri","10/10/2014","(38.635790776000476, -92.56630005299968)"
"475",2018,"DC","district of columbia","11/29/2016","(38.89037138500049, -77.03196112699965)"
"476",2018,"NE","nebraska","4/9/2014","(41.6410409880005, -99.36572062299967)"
"477",2018,"RI","rhode island","1/1/2015","(41.70828019300046, -71.52247031399963)"
"478",2018,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"479",2018,"NM","new mexico","6/19/2015","(34.52088095200048, -106.24058098499967)"
"480",2018,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"481",2018,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"482",2018,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"483",2018,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"484",2018,"NJ","new jersey","11/1/2017","(40.13057004800049, -74.27369128799967)"
"485",2018,"NY","new york",NA,"(42.82700103200045, -75.54397042699964)"
"486",2018,"TN","tennessee","7/1/2015","(35.68094058000048, -85.77449091399967)"
"487",2018,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"488",2018,"MO","missouri","10/10/2014","(38.635790776000476, -92.56630005299968)"
"489",2018,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"490",2018,"SD","south dakota","7/1/2014","(44.353130053000484, -100.3735306369997)"
"491",2018,"ND","north dakota","8/1/2015","(47.47531977900047, -100.11842104899966)"
"492",2018,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"493",2018,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"494",2018,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"495",2018,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"496",2018,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"497",2018,"MO","missouri","10/10/2014","(38.635790776000476, -92.56630005299968)"
"498",2018,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"499",2018,"CT","connecticut","10/1/2014","(41.56266102000046, -72.64984095199964)"
"500",2018,"SD","south dakota","7/1/2014","(44.353130053000484, -100.3735306369997)"
"501",2018,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"502",2018,"CO","colorado",NA,"(38.843840757000464, -106.13361092099967)"
"503",2018,"AL","alabama","8/1/2013","(32.84057112200048, -86.63186076199969)"
"504",2018,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"505",2018,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"506",2018,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"507",2018,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"508",2018,"MO","missouri","10/10/2014","(38.635790776000476, -92.56630005299968)"
"509",2018,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"510",2018,"NH","new hampshire",NA,"(43.65595011300047, -71.50036091999965)"
"511",2018,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"512",2018,"HI","hawaii","7/1/2014","(21.304850435000446, -157.85774940299973)"
"513",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"514",2018,"NH","new hampshire",NA,"(43.65595011300047, -71.50036091999965)"
"515",2018,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"516",2018,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"517",2018,"VT","vermont","7/1/2013","(43.62538123900049, -72.51764079099962)"
"518",2018,"HI","hawaii","6/27/2013","(21.304850435000446, -157.85774940299973)"
"519",2018,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"520",2018,"CA","california","1/1/2017","(37.63864012300047, -120.99999953799971)"
"521",2018,"NM","new mexico","6/19/2015","(34.52088095200048, -106.24058098499967)"
"522",2018,"WI","wisconsin","4/20/2012","(44.39319117400049, -89.81637074199966)"
"523",2018,"NJ","new jersey","3/12/2010","(40.13057004800049, -74.27369128799967)"
"524",2018,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"525",2018,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"526",2018,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"527",2018,"AZ","arizona","9/13/2013","(34.865970280000454, -111.76381127699972)"
"528",2018,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"529",2018,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"530",2018,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"531",2018,"NC","north carolina","8/1/2013","(35.466220975000454, -79.15925046299964)"
"532",2018,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"533",2018,"WI","wisconsin","4/20/2012","(44.39319117400049, -89.81637074199966)"
"534",2018,"ME","maine","11/1/2017","(45.254228894000505, -68.98503133599962)"
"535",2018,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"536",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"537",2018,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"538",2018,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"539",2018,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"540",2018,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"541",2018,"DC","district of columbia","11/29/2016","(38.89037138500049, -77.03196112699965)"
"542",2018,"MS","mississippi","7/1/2013","(32.745510099000455, -89.53803082499968)"
"543",2018,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"544",2018,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"545",2018,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"546",2018,"LA","louisiana","5/28/2014","(31.31266064400046, -92.44568007099969)"
"547",2018,"KY","kentucky","4/10/2014","(37.645970271000465, -84.77497104799966)"
"548",2018,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"549",2018,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"550",2018,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"551",2018,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"552",2018,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"553",2018,"WA","washington","6/28/2016","(47.52227862900048, -120.47001078999972)"
"554",2018,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"555",2018,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"556",2018,"OR","oregon","5/26/2015","(44.56744942400047, -120.15503132599969)"
"557",2018,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"558",2018,"OH","ohio","8/2/2014","(40.06021014100048, -82.40426005599966)"
"559",2018,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"560",2018,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"561",2018,"CO","colorado",NA,"(38.843840757000464, -106.13361092099967)"
"562",2018,"ME","maine","11/1/2017","(45.254228894000505, -68.98503133599962)"
"563",2018,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"564",2018,"AZ","arizona","9/13/2013","(34.865970280000454, -111.76381127699972)"
"565",2018,"WA","washington","6/28/2016","(47.52227862900048, -120.47001078999972)"
"566",2018,"RI","rhode island","7/1/2014","(41.70828019300046, -71.52247031399963)"
"567",2018,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"568",2018,"FL","florida","7/1/2014","(28.932040377000476, -81.92896053899966)"
"569",2018,"OR","oregon","1/1/2018","(44.56744942400047, -120.15503132599969)"
"570",2018,"IA","iowa","7/1/2014","(42.46940091300047, -93.81649055599968)"
"571",2018,"OR","oregon","5/26/2015","(44.56744942400047, -120.15503132599969)"
"572",2018,"ID","idaho",NA,"(43.682630005000476, -114.3637300419997)"
"573",2018,"AL","alabama","8/1/2013","(32.84057112200048, -86.63186076199969)"
"574",2018,"WA","washington","6/28/2016","(47.52227862900048, -120.47001078999972)"
"575",2018,"NH","new hampshire",NA,"(43.65595011300047, -71.50036091999965)"
